last_updated,id_code,name,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_intensity_unit,end_target_baseline_emissions,end_target_target_emissions,end_target_bau_emissions,end_target_other,end_target_year,end_target_status,status_date,interim_target,interim_target_percentage_reduction,interim_target_baseline_year,interim_target_intensity_unit,interim_target_baseline_emissions,interim_target_target_emissions,interim_target_bau_emissions,interim_target_other,interim_target_year,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,governance_notes,carbon_credit_offsets,carbon_credit_conditions,max_emission_offset,conditions_other,removals_targets,cdr,sinks_and_credits_notes,memberships,gdp_real,annual_revenue,population,industry,sector,employees,market_index,ghg,inventory_year,higher_net_zero
2022-08-24 14:49:51,COM-0215,HDFC Bank,IND,Company,INE040A01026,No,Carbon neutral(ity),,,,,,,,2031,In corporate strategy,2021,,,,,,,,,,,,,https://www.hdfcbank.com/personal/about-us/news-room/press-release/2021/q1/hdfc-bank-commits-to-becoming-carbon-neutral-by-2031-32,Carbon dioxide and other GHGs,,,,,Yes,Yes,Not Specified,No,,Yes,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,Not Specified,,,,20700000000,,Services,,98000,,,,
2022-04-24 08:22:09,COM-0216,Tokio Marine Holdings,JPN,Company,JP3910660004,Yes,Carbon neutral(ity),,,,,,,,2020,Achieved (self-declared),2021,No target,,,,,,,,,"Tokio Marine Holdings, Inc. achieved
carbon neutral in the Group’s overall business activities as of the end of fiscal 2020 for eight
consecutive years",,"https://www.tokiomarinehd.com/en/sustainability/environment/
https://www.tokiomarinehd.com/en/sustainability/management/climate_change.html",https://www.tokiomarinehd.com/en/release_topics/release/k82ffv000000b55w-att/210826_E.pdf,Carbon dioxide only,,,,,Yes,Yes,Partial,No,,No,,Annual reporting,No,No,,Yes,Avoid biodiversity harm,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",plants mangrove trees to absorb and stabilize CO2,,,48500000000,,Services,Financial services,40848,,,,
2022-08-02 07:14:08,COM-0217,Bank of New York Mellon,USA,Company,US0640581007,No,Carbon neutral(ity),,,,,,,,2025,In corporate strategy,2020,Emissions reduction target,20,2018,,,,,,2025,Achieved carbon neutrality in our operations for the sixth consecutive year.  p.7,"Reduce greenhouse gas emissions by 20% from a 2018 base year, including data centers, in line with Science-Based Targets (SBTi) methodology.","We have been carbon neutral for our global direct Scope 1, Scope 2 and Scope 3 business travel emissions since 2015.",https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/2020-enterprise-esg-report.pdf.coredownload.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,"We have been carbon neutral for our global direct
Scope 1, Scope 2 and Scope 3 business travel
emissions since 2015. Our three-part approach for
achieving carbon neutrality includes: (1) reducing our
energy use and related greenhouse gas emissions as
described above; (2) procuring renewable electricity;
and (3) purchasing carbon offsets to compensate for
any remaining emissions in our footprint.",Yes,Measures for all emission scopes that are covered by the target,Annual reporting,Yes,Yes,,Yes,No conditions specified,,,No,Not Specified,,,,20800000000,,Services,,48400,,,,
2022-10-01 18:56:49,COM-0218,Credit Suisse,CHE,Company,,Yes,Net zero,,,,,,,,2050,In corporate strategy,2021,No target,,,,,,,,,"In December 2020, we
announced our ambition to achieve net zero by 2050 and
committed to underpin this ambition through developing
interim 2030 science-based goals within two years.",,"The target is in alignment with 1.5 degree target (SBTi). The company mentions its interim target for 2030 will be developed within two years. 

The company mentions several market initiatives its part of in Pg. 49.",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjR7ofd1b_6AhWQALkGHS_cCmoQFnoECAkQAQ&url=https%3A%2F%2Fwww.credit-suisse.com%2Fmedia%2Fassets%2Fcorporate%2Fdocs%2Fabout-us%2Finvestor-relations%2Ffinancial-disclosures%2Ffinancial-reports%2Fcsg-sr-2021-en.pdf&usg=AOvVaw17LME32OXNYeVbgtFWga3i,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,,No,,Annual reporting,No,No,,Yes,No conditions specified,,,No,Yes (unspecified),The company offsets residual emissions. Carbon offsets purchased (Pg. 60).,,,32600000000,,Services,,47860,,,,
2022-07-09 15:33:57,COM-0219,Capital One Financial,USA,Company,US14040H1059,No,Science-based target,,,,,,,,2030,Declaration / pledge,2020,Other,,,,,,,"reducing scope 1 direct emissions by 50%
continuing to purchase 100% renewable energy while increasing location-aligned procurement by 50% in the markets where we operate
reducing scope 3 emissions (categories 1-14) by 50%
(no baseline year is specified)
we  will continue to re-evaluate our ghg reduction targets in light of the most recent climate science and as sbti criteria for financial services companies is finalized. in alignment with sbti criteria, we will no longer use carbon offsets to achieve our ghg reduction targets and will no longer claim to be carbon neutral. 
https://www.capitalone.com/about/newsroom/climate-change-journey-2030/

reduction goal to limit global temperature increase to well below 2°c
https://www.capitalone.com/environment/goals-reporting/",2018,"By 2030 Capital One is committed to:
Reducing Scope 1 Direct Emissions by 50%
Continuing to purchase 100% renewable energy while increasing location-aligned procurement by 50% in the markets where we operate
Reducing Scope 3 Emissions (Categories 1-14) by 50%
https://www.capitalone.com/about/newsroom/climate-change-journey-2030/ ","Capital One has set greenhouse gas (GHG) reduction goals for over a decade and in 2018, we achieved carbon neutrality for our Scope 1 and Scope 2 emissions, as well as Scope 3 business travel emissions.
https://www.capitalone.com/about/newsroom/climate-change-journey-2030/","Capital One has established an internal price on carbon starting at $15.00 per metric ton of CO2e. 
https://www.capitalone.com/about/newsroom/climate-change-journey-2030/ 
https://investor.capitalone.com/static-files/5e126c92-c312-4512-b799-d57e31b14810",https://www.capitalone.com/about/newsroom/climate-change-journey-2030/,Not Specified,,,,,Yes,Yes,Partial,No,Scope 3 (categories 1-14) ,No,,Annual reporting,No,Not Specified,"reporting:
The Environmental Sustainability Office (ESO) develops an annual update on the Capital One environmental sustainability program which
includes strategy, progress toward corporate goals, key initiatives, risks, and recommendations.
https://ecm.capitalone.com/WCM/environment/cof-2020-cdp-response.pdf",No,,,,No,Not Specified,"At this time we will no longer use carbon offsets to achieve our company GHG reduction targets and will no longer claim to be carbon neutral.
https://www.capitalone.com/environment/greenhouse-gases/",,,31100000000,,Services,,51900,,,,
2022-08-20 16:10:30,COM-0220,ANZ,AUS,Company,AU000000ANZ3,No,Emissions reduction target,35,2015,,,,,,2030,In corporate strategy,2021,Emissions reduction target,24,2015,,,,,,2025,'Reduce the direct impact of our business activities on the environment2 by: • reducing Scope 1 and 2 emissions by 24% by 2025 and by 35% by 2030 (against a 2015 baseline)' (p13),See above,2021 ESG Report,https://www.anz.com.au/content/dam/anzcom/shareholder/2021-esg-supplement.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Not Specified,No,Scope: 1&2 (p13),No,,Annual reporting,Yes,Yes,"Plan: some measures on p77 but vague, e.g. 'Double the improvement in energy efficiency' Accountable: 'The Board EESG Committee meets quarterly, and each meeting opens with an overview of the ESG operating environment, covering current and emerging issues, including regulatory and parliamentary inquiries, community sentiment, competitor activity, relevant international developments and our stakeholder engagement activities.' (p5)",Yes,No conditions specified,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Offsets: 'The impact of Australian-based staff working from home this year equates to 12,780 tonnes of greenhouse gas emissions, which we offset as a part of our Climate Active carbon neutral certification.' (p29) Nature-based: '• re-forestation, sustainable forestry and agricultural practices;' (p80)",,,20300000000,,Services,,39060,,,,
2021-11-04 20:17:28,COM-0221,Equinor,NOR,Company,US26875P1012,No,Net zero,,,,,,,,2050,In corporate strategy,2020,Other,,,,,,,"reductions in carbon intensity and absolute emissions in global, maritime and norwegian emissions at 5 year intervals from 2025 to 2050, found in the overview of climate ambitions, as well as increasing renewable capacity.",,"They aim to achieve carbon neutral global operations by 2030 and to reduce absolute greenhouse gas (GHG) emissions from operations in Norway to near zero by 2050, and reduce maritime emissions (as defined in the interim targets by 50% globally.","2025: >30% share of annual gross capex to renewables and low carbon solutions. Upstream CO2 intensity <8kgCO2/boe.
2030: Net 50% emission reduction of operations, >50% share of annual gross capex to renewables and low carbon solutions.
Reduce net carbon intensity by 20%, and increase renewable energy capacity 12-16 GW. 
Reduce upstream CO2 intensity to around 6kg CO2/boe.
Increase CCS to 5-10 million tonnes per year.
Eliminate routine flaring, keep methan emission intensity near zero, and reduce maritime emission by 50% in Norway. 
2035: Carbon Capture and Storage to 15-30 million tonnes of CO2 per year. Estable a 10% market share of hydrogen in Europe. Reduce net carbon intensity (scope 1 and 2, some scope 3), by 40%.
2040: Reduce absolute emissions in Norway by 70%.
2050: Net-zero emissions and 100% net carbon intensity reduction.
Reduce absolute emissions in Norway near zero.
Reduce maritime emissions by 50% globally.","https://www.equinor.com/content/dam/statoil/documents/climate-and-sustainability/climate-ambition-overview-cmu2022-equinor.pdf
",https://www.equinor.com/content/dam/statoil/documents/climate-and-sustainability/climate-ambition-overview-cmu2022-equinor.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,"The net carbon intensity approach takes into account scope 1, 2 emissions as well as scope 3 GHG emissions from use of sold products. 
They aim to reduce maritime emissions by 50% in Norway, including scope 1 GHG emissions from drilling rigs and floatels, and scope 3 GHG emissions from all vessels contracted by Equinor.
Otherwise, their emissions reductions targets are restricted to ""100% operational control"".
They mention methane, but write mostly about carbon dioxide. ",Yes,"Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,No,"By 2050, produce energy that on average has less than half the emissions compared to 2020. meet this ambition through growth in renewables and changes in the scale and composition of the oil and gas portfolio.  ""Reduce absolute emissions in Norway near zero and reduce maritime emission by 50% globally"".By 2025: Upstream CO2 intensity below 8kg CO2/boe. 2026: 4-6 GW installed capacity renewable energy, Equinor share. 2030:
Carbon neutral global operations, 40% absolute GHG reductions in Norway, No routine flaring and near zero methane emissions. 2035: 12-16 GW installed capacity renewable energy Equinor share.
2040: 70% absolute GHG reductions in Norway.",Yes,Other conditions,,"""To ensure quality in our credits, we have established a set of corporate criteria and principles based on the Oxford Principles for Net Zero Aligned Carbon Offsetting"" (Energy Transition Plan 2022)
They plan to use the EU ETS actively as well.",No,Yes (nature-based and CCS-based removals),"Reaching the well below 2°C target will require the establishment of new value chains such as carbon capture, utilisation and storage (CCUS) and hydrogen. 
They aim to achieve 5-10 million tonnes of Co2 stored in geological storage per year by 2030, increasing this to 15-30 million tonnes in 2035. (Overview of Climate ambitions)

Equinor may use offset mechanisms and natural sinks. They also plan to invest in the protection of tropical forests.",,,60300000000,,Fossil Fuels,Oil & gas processing,21412,,,,
2021-10-23 21:02:12,COM-0222,Mitsui & Co,JPN,Company,,No,Net zero,,,,,,,,2050,In corporate strategy,2021,Emissions reduction target,50,2020,,,,,,2030,Mitsui has set out the goal of net-zero emissions as our Vision for 2050. ,"GHG impact is calculated by deducting the Opportunity & Transition reduction contribution from our
GHG emissions. The aim is to halve our GHG impact by 2030 compared to 2020.
",,https://www.mitsui.com/jp/en/sustainability/sustainabilityreport/2020/pdf/en_sustainability_2020-12.pdf,Carbon dioxide and other GHGs,,,,,Not Specified,Not Specified,Not Specified,No,Sustainability report: https://www.mitsui.com/jp/en/sustainability/sustainabilityreport/2021/pdf/en_sustainability_2021.pdf,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Not Specified,Yearly sustainability reports. (here: https://www.mitsui.com/jp/en/sustainability/sustainabilityreport/2021/index.html),Not Specified,,,,No,No,,,,65500000000,,Services,,43993,,,,
2021-10-10 13:27:43,COM-0223,State Bank of India,IND,Company,INE062A01020,No,Carbon neutral(ity),,,,,,,,2030,Declaration / pledge,2018,No target,,,,,,,,,,,https://sbi.co.in/documents/17826/24401/140621-Sustainability+Report%28SR%29+year+2020-21.pdf/ba271367-9542-e96a-0589-2968954b2e17?t=1623659643326,https://economictimes.indiatimes.com/industry/banking/finance/banking/sbi-announces-steps-to-go-carbon-neutral-by-2030/articleshow/65855255.cms?from=mdr,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,,No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,Not Specified,,,,51100000000,,Services,,257252,,,,
2022-08-16 15:41:00,COM-0224,Southern Company,USA,Company,,No,Net zero,,,,,,,,2050,In corporate strategy,2020,Emissions reduction target,50,2007,,,,,,2030,"""GHG emissions reduction goal of net zero emissions by 2050""","""We also have an interim target to achieve 50% GHG emissions reduction by 2030 relative to 2007 levels.""","""For 2021, our system’s GHG emissions are estimated to be 47% below the 2007 benchmark level, and we expect to sustainably achieve 50% GHG emissions reduction relative to our 2007 benchmark no later than 2025.""

"" we consider this a science-based target, but it has not been approved by the ScienceBased Targets initiative""  - CDP 2021 report https://www.southerncompany.com/content/dam/southerncompany/pdfs/about/governance/reports/CDP-Climate-Disclosure-2021.pdf

Target matches the INGAA ""reaching net-zero greenhouse gas (GHG) emissions from natural gas transmission and storage by 2050"" target (Southern is a member of INGAA)",https://www.southerncompany.com/sustainability/net-zero-and-environmental-priorities/net-zero-transition.html,Carbon dioxide and other GHGs,,,,,Yes,No,No,No,"""Our net zero goal includes direct GHG emissions across our electric and natural gas businesses.""
""While our net zero goal is focused on direct emissions, we are also committed to reducing emissions across our full value chain through engagement, energy efficiency measures and partnerships with customers, suppliers and other organizations. We currently report all material Scope 1 and 2 emissions and have engaged an independent auditor to provide 3rd party verification for the years 2020 and 2021. We also continue to assess and expand Scope 3 reporting, including working with a consultant to better understand our upstream and downstream emissions from natural gas.""

https://www.southerncompany.com/content/dam/southerncompany/pdfs/about/governance/reports/CDP-Climate-Disclosure-2021.pdf",Yes,"Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Measures for all emission scopes that are covered by the target",Annual reporting,Yes,Yes,"""Our planning process routinely considers a host of factors, including affordability, reliability, safety, environmental impacts and resilience, as well as broader social and economic community impacts."" - mentions ""just transition"" in https://www.southerncompany.com/content/dam/southerncompany/pdfs/clean-energy/Net-zero-report.pdf and under 'just transition' here https://www.southerncompany.com/sustainability/net-zero-and-environmental-priorities/net-zero-transition.html

""Tying the CEO’s long-term incentive compensation to achieving our carbon emission reduction goals""

https://www.southerncompany.com/content/dam/southerncompany/pdfs/clean-energy/Planning-for-a-low-carbon-future.pdf",Not Specified,,,,No,Yes (nature-based and CCS-based removals),"""As just one example, under Southern Company’s leadership and management, the National Carbon Capture Center remains focused on efforts to reduce and capture carbon emissions from electric generation sources. In light of the long-term goal of net zero by 2050, Southern Company will continue its leadership by including negative carbon technologies in our R&D efforts.""

""The suite of CO2 removal solutions is likely to include some combination of natural solutions such as afforestation and reforestation, technology solutions such as direct air capture and technology enhanced natural solutions such as biomass generation with CCUS or enhancement of ocean CO2 uptake.""  https://www.southerncompany.com/content/dam/southerncompany/pdfs/clean-energy/Net-zero-report.pdf
""we will focus on technologies such as direct air capture as well as technology-enhanced natural solutions for CO2 removal""
https://www.southerncompany.com/content/dam/southerncompany/pdfs/clean-energy/Net-zero-report.pdf - page 26",,,20200000000,,Power generation,,27943,,,,
2022-07-21 22:57:45,COM-0225,BlackRock,USA,Company,US09247X1019,Yes,Net zero,,,,,,,,2050,Declaration / pledge,2021,Emissions reduction target,50,2020,,,,,,2030,"Work in partnership with asset owner clients on decarbonisation goals, consistent with an ambition to reach net zero emissions by 2050 or sooner across all assets under management (‘AUM’)","BlackRock recently announced that 75% of its assets will be 'net-zero aligned' by 2030, this is a projection rather than a target (https://www.blackrock.com/corporate/about-us/our-2021-sustainability-update/2030-net-zero-statement).
The interim target remains at 50% reduction by 2030, as required by the NZAMI (https://www.netzeroassetmanagers.org/commitment/), which they're a part of. Note that the NZAMI target is worded as 'consistent with a fair share of the 50% global reduction in CO2', so the target isn't necessarily 50%, but it's most likely to be interpreted as such.

Other interim targets include:
- Reduce emissions per employee by 45% by 2020
- 100% renewable energy globally by 2020
- Offset 100% of travel-related emissions by 2020","BlackRock is a signatory to The Net Zero Asset Managers initiative is an international group of asset managers committed to supporting the goal of net zero greenhouse gas emissions by 2050 or sooner, in line with global efforts to limit warming to 1.5 degrees Celsius; and to supporting investing aligned with net zero emissions by 2050 or sooner.
https://www.netzeroassetmanagers.org/",https://www.blackrock.com/corporate/investor-relations/blackrock-client-letter,Not Specified,,,,,Yes,Yes,No,No,,No,,Annual reporting,Yes,Not Specified,"BlackRock is committed to the global goal of a just and fair transition to net zero. As the net zero transition reshapes the global economy, it will create a significant opportunity for investors. ",Yes,No conditions specified,,,No,Yes (unspecified),'establishing a global market for offsets' is mentioned in their original net zero client letter (https://www.blackrock.com/uk/2021-blackrock-client-letter),Race to Zero,,15100000000,,Services,Financial services,16200,,,,
2021-10-17 15:18:50,COM-0226,Barclays,GBR,Company,GB0031348658,Yes,Net zero,,,,,,,,2050,In corporate strategy,2020,Other,,,,,,,"""barclays is committed to managing our own operational footprint and transitioning to a low-carbon economy. barclays has a plan to be net zero by 2030 in scope 1 (all direct ghg emissions) and scope 2 (indirect ghg emissions from the consumption of purchased electricity, heat or steam)""",2030,"Become a net zero bank by 2050 on Scopes 1, 2 and 3",,"https://www.theguardian.com/business/2020/mar/30/barclays-sets-net-zero-carbon-target-for-2050-after-investor-pressure-climate
https://home.barclays/society/our-position-on-climate-change/
https://home.barclays/society/our-position-on-climate-change/why-net-zero/
https://home.barclays/society/our-position-on-climate-change/highlights/
https://home.barclays/content/dam/home-barclays/documents/citizenship/ESG/Barclays-PLC-Climate-Change-2020.pdf
https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2020/Barclays-PLC-2020-ESG-Report-2020.pdf
https://home.barclays/content/dam/home-barclays/documents/citizenship/ESG/Our%20approach%20to%20net%20zero.pdf",https://home.barclays/content/dam/home-barclays/documents/citizenship/ESG/Barclays-PLC-Climate-Change-2020.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"""We have chosen to measure financed emissions as Scope 1, 2, and 3 for each of our counterparties, defining Scope 3 as downstream emissions only. This is done to ensure that we are considering how our clients operate (Scope 1), what energy inputs they use (Scope 2) and what they produce (Scope 3), while reducing the issues posed by double-counting from upstream material inputs.""
https://home.barclays/content/dam/home-barclays/documents/citizenship/ESG/Our%20approach%20to%20net%20zero.pdf",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,No,Public climate dashboard as well,Yes,No conditions specified,,,,,"""We expect to use some level of negative emissions to offset any residual gap-to-net-zero, although our approach is principally focused on emissions reduction.""
https://home.barclays/society/our-position-on-climate-change/why-net-zero/",,,28800000000,,Services,Financial services,80800,,,,
2022-06-15 19:58:37,COM-0227,Union Pacific,USA,Company,US9078181081,No,Net zero,,,,,,,,2050,In corporate strategy,2021,Emissions reduction target,26,2018,,,,,,2030,"'The Climate Action Plan (CAP), published in December 2021, outlines our work to reduce our environmental impact, to achieve our science-based target of reducing absolute scope 1 and 2 GHG emissions from our operations by 2030 against a 2018 baseline, and ultimately pursue net zero emissions by 2050.' (p13)","'The Science Based Targets initiative (SBTi) approved the targets to reduce absolute scope 1 and 2 GHG emissions from its operations 26% by 2030 against a 2018 baseline.'
https://www.up.com/media/releases/200310-science-based-targets.htm


'In February 2021, Union Pacific announced a science-based target to reduce absolute Scope 1 and 2 greenhouse gas (GHG) emissions by 26% by 2030 from a 2018 baseline' (p3, https://www.up.com/cs/groups/public/@uprr/@corprel/documents/up_pdf_nativedocs/pdf_up_2021_climate_action_pln.pdf)",This codes for UP's 2021 ESG Report,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_UNP_2021.pdf,Not Specified,,,,,Yes,Yes,No,No,"Scope: 2030 target covers scope 1&2 but not 3 (p3, https://www.up.com/cs/groups/public/@uprr/@corprel/documents/up_pdf_nativedocs/pdf_up_2021_climate_action_pln.pdf)",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,No,"Plan: provided in UP Climate Action Plan p7-15, including extent of measures, e.g. 'We are working to increase the percentage of low-carbon fuels consumed to 10% of our total diesel consumption by 2025 and push that number to 20% by 2030.' (p11) 

Accountable: 'Union Pacific’s climate actions are already integrated into the company’s governance structure. The Union Pacific Board of Directors provides oversight of our Environmental, Social and Governance (ESG) strategy. The Corporate Governance and Nominating Committee reviews current developments in ESG and recommends adoption of new – or modifications to existing – practices, policies and procedures. In addition to providing the Board with an annual report on environmental risk management (discussed below), we provide routine updates on our ESG activities, which include actions related to climate change.' (p16)",Not Specified,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Nature-based: 'We also are exploring nature-based solutions to prepare for our goals beyond 2030 and to address any residual emissions after our initial carbon reduction efforts. Nature-based solutions aren’t just offsets. They involve protection, restoration and/or management of natural and semi-natural land and aquatic ecosystems. These include intact forests or working lands, such as croplands or timberlands. Ecosystem services and biodiversity are of critical importance, and we believe that these projects should be designed and implemented with engagement of local communities and Indigenous Peoples.' (p14)",,,19500000000,,Transportation services,,37483,,,,
2022-03-14 16:26:09,COM-0228,Deutsche Post DHL,DEU,Company,,Yes,Net zero,,,,,,,,2050,In corporate strategy,2017,Absolute emissions target,,2020,,33,29,,,2030,"Deutsche Post DHL’s headline target for 2050 is unclear – both in terms of emissions covered and whether the company aims for net-zero or real zero emissions by 2050. The organisational lack of clarity, as well as convoluted figures on current emissions across different scopes makes this target hard to evaluate. 
","""We will invest EUR7 billion until 2030 to reduce our greenhouse gas emissions to under 29 million tonnes by 2030 and thereby commit to the Science-Based Targets initiative (SBTi)."" Total emissions from 2020 seems to range from 27-39 MTCO2e across reports from the company, where scope 3 is measured inconsistently: Deutsche Post DHL changed from a tank-to-wheel to a well-to-wheel calculation approach to estimate its GHG emissions in March 2021. According to the company, this approach led to an increase of its total emissions in 2020 from 27.38 to 33.3 MtCO2e, of which 8.0 MtCO2e are scope 1, 0.2 MtCO2e scope 2 (market-based) and 25.0 MtCO2e scope 3 emissions. A further breakdown of emissions is not yet available. The new estimates reported by Deutsche Post are lower than the sum of 39.10 MtCO2e in the company’s ESG Statbook, so it remains unclear whether all emission sources are included. 

""We will invest €7 billion until 2030 in clean operations to reduce our emissions from 33 MT in 2020 to under 29 MT by 2030""
Source: https://www.dpdhl.com/content/dam/dpdhl/en/media-center/responsibility/dpdhl-sustainability-roadmap-facts-figures.pdf
Interim targets for 2025 relate to carbon intensity and zero emissions vehicles rather than emissions reductions, but are not set as distinct targets.","Strong overall target for net zero, however it remains unclear how Deutsche Post DHL define this. Interim targets appear messy, given the inconsistency of total 2020 baseline targets between multiple reports, although a 4 MTCO2e reduction is clearly stated. ",https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf,Carbon dioxide only,,,,,Yes,Not Specified,Partial,Yes,"Increasing transparency over scope 1 & 2, including the carbon neutral delivery - Transparent disclosure of scope 1 and 2, but incomplete reporting of scope 3 emissions. Deutsche Post excludes 35% of its upstream scope 3 emissions from its total reporting, which makes it seem as if total reported emissions are 12 Mt lower than is actually the case. 
discussion of possible scope 1 reductions - DHL states it will install on-site renewable energy installations to power its last-mile distribution centres; replace part of its fleet with e-vehicles and e-trikes and increase the share of renewable electricity; replace conventional aviation and maritime fuels with sustainable alternatives and shift a share of its long-haul transport to rail transport. Provided that these alternative transportation modes are based on renewable electricity or other sustainable energy sources, they will significantly reduce scope 1 emissions. Deutsche Post DHL states they could shift from domestic flights in Germany to road or rail transport if the government would relax the mandatory delivery speed for letters.
https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",No reporting mechanism,No,Yes,"Sources:
Leadership is accountable through corporate bonusses - ""• 30% ESG-related targets in the Corporate Board’s annual bonus""  source: https://www.dpdhl.com/content/dam/dpdhl/en/media-center/responsibility/dpdhl-sustainability-roadmap-facts-figures.pdf
https://www.dpdhl.com/en/sustainability/environment.html",Yes,Must be high environmental integrity|Avoid social harm,,,No,Not Specified,"Support for planting over a million trees annually
Provides climate neutral letter delivery service, however this only accounted for 0.9% (356 ktCO2) of total emissions in 2020. 

Information on contentious nature of offsetting projects involving Deutsche Post DHL:
Deutsche Post has looked for some of the higher quality credits available on the voluntary carbon markets. The company has five minimum criteria for credits, related to third-party monitoring and verification; transparency and the avoidance of double counting; permanence; sustainable development; and leakage. In addition, the company aims to prioritise projects that centre around renewable energy, waste disposal and household appliances; are small and with co-benefits for local communities; and located in developing countries in Asia, Africa and Latin America. Finally, Deutsche Post states that it prioritises credits with more recent vintage dates over older ones and avoids credits older than five years.150Based on these criteria, Deutsche Post sourced offset credits from seven projects in 2020. Those include wind power projects in Aruba and in India, cookstove projects in Guatemala and Lesotho, a landfill gas project in Chile, and a biogas programme in Vietnam.151 The cookstove project in Lesotho was solely funded by Deutsche Post DHL and all projects are Gold Standard verified.152 All of these project types represent some of the higher quality ones available in recent years. Unlike the majority of projects that supply current voluntary carbon markets, there is a fair chance that these seven projects depend on revenue for continuation and that the support provided by Deutsche Post leads to some additional climate impact. However, in the context global governance framework of the Paris Agreement, which requires all countries to set ambitious emission reduction targets, the additionality of these types of projects is contentious, as they may be accessible to host countries and could be part of host countries’ own GHG emission abatement efforts. As such, the projects are not a credible equivalent to the reduction of Deutsche Post DHL’s own emissions. The same is true for the eight projects that Deutsche Post DHL selected in early 2022. https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf",,,70900000000,,Transportation services,,499461,,,,
